10,501,0.0999000999000999,1
20,501,0.0999000999000999,4
30,501,0.0999000999000999,5
40,501,0.0999000999000999,5
50,501,0.0999000999000999,7
60,501,0.0999000999000999,10
70,501,0.0999000999000999,8
80,501,0.0999000999000999,10
90,501,0.0999000999000999,12
100,501,0.0999000999000999,15


10,501,0.0999000999000999,2
20,501,0.0999000999000999,3
30,501,0.0999000999000999,4
40,501,0.0999000999000999,6
50,501,0.0999000999000999,5
60,501,0.0999000999000999,10
70,501,0.0999000999000999,8
80,501,0.0999000999000999,13
90,501,0.0999000999000999,10
100,501,0.0999000999000999,12


10,501,0.0999000999000999,2
20,501,0.0999000999000999,3
30,501,0.0999000999000999,4
40,501,0.0999000999000999,5
50,501,0.0999000999000999,7
60,501,0.0999000999000999,9
70,501,0.0999000999000999,8
80,501,0.0999000999000999,10
90,501,0.0999000999000999,10
100,501,0.0999000999000999,12


AVERAGE:
10, 501, 0.0999001, 1.666666667
20, 501, 0.0999001, 3.333333333
30, 501, 0.0999001, 4.333333333
40, 501, 0.0999001, 5.333333333
50, 501, 0.0999001, 6.333333333
60, 501, 0.0999001, 9.666666667
70, 501, 0.0999001, 8
80, 501, 0.0999001, 11
90, 501, 0.0999001, 10.66666667
100, 501, 0.0999001, 13
