10, 20
20, 67
30, 84
40, 2464
50, 1065
60, 12869
70, 83
80, 183
90, 396
100, 50515

10, 38
20, 24
30, 73
40, 118
50, 318
60, 4955
70, 746
80, 426
90, 3129
100, 749

10, 20
20, 24
30, 85
40, 88
50, 343
60, 89
70, 251
80, 381
90, 114773
100, 347
